id,text,url,entity_presence,llama,svm_1,id_new,gemini-flash_faiss_loc,gemini-flash_faiss,gemini-flash_faiss_country
32347,"A beautiful view of a lake on a sunny day. A view of Bosque de Chapultepec, the biggest park in Mexico City and one of the biggest city parks in the world Foto stock ©",https://image.shutterstock.com/image-photo/stock-photo-a-beautiful-view-of-a-lake-on-a-sunny-day-a-view-of-bosque-de-chapultepec-the-biggest-park-in-450w-1874482300.jpg,no,mexico,1.0,29770,mexico city,"['mexico city', 'city of mexico', 'town of mexico', 'ciudad de méxico', 'mexico', 'city of mexico beach', 'new mexico', 'san carlos city', 'san pablo city', 'barrio de méxico']",mexico
34368,Waters (river/lake/waterfall)  - Cenote Zaci Cave,"https://media-cdn.holidaycheck.com/w_440,h_330,c_fit,q_auto,f_auto/ugc/images/ca3a8782-2a44-34ec-ad51-45b33da3358e",no,mexico,1.0,31622,no,['no'],mexico
34944,"This is a painting of Mexico City in the 16th century. Not the lake and mountains in the distance.  Today the lake is gone and the city is climbing the mountains, severing as a reminder of how urban sprawl has existed from centuries, it is not a late 20th century phenomena.",https://images.squarespace-cdn.com/content/v1/50e1b9c6e4b015296ce398f6/1448670390397-2SCVPAP1I8YNBLFI33YA/ke17ZwdGBToddI8pDm48kI3gD9wAaCCmxpwHsTqY_f9Zw-zPPgdn4jUwVcJE1ZvWQUxwkmyExglNqGp0IvTJZamWLI2zvYWH8K3-s_4yszcp2ryTI0HqTOaaUohrI8PIrO8Ro0Pq_HcrZJ7SLOLI3z6Td4CS1xGKuSjvADDAIbgKMshLAGzx4R3EDFOm1kBS/Mexico+City+early+years,no,mexico,1.0,32157,mexico city,"['mexico city', 'city of mexico', 'town of mexico', 'ciudad de méxico', 'mexico', 'city of mexico beach', 'new mexico', 'san carlos city', 'san pablo city', 'barrio de méxico']",mexico
36907,"Chapala Pier Boats by StevenMiller, via Flickr / Lake Chapala, Ajijic, Mexico",https://i.pinimg.com/236x/ea/05/4b/ea054b00f43b7a9d9f2047cd73f8a49d.jpg,yes,mexico,1.0,33979,mexico,"['mexico', 'mexico city', 'new mexico', 'nuevo méxico', 'nuevo mexico', 'guadalajara', 'city of mexico', 'viva méxico', 'mina méxico', 'ciudad de méxico']",mexico
39915,"meksyk : BACALAR, MEXICO, 06 OCTOBER 2017: Young man jumping from wooden pier into lake - shot from drone",https://vidcdn.123rf.com/168nwm/alicenerr/alicenerr1712/alicenerr171200007.jpg,yes,mexico,1.0,36714,mexico,"['mexico', 'mexico city', 'new mexico', 'nuevo méxico', 'nuevo mexico', 'guadalajara', 'city of mexico', 'viva méxico', 'mina méxico', 'ciudad de méxico']",mexico
44328,G2 (Esaú Alberto Canto Novelo) Tags: pink lady girl portrait outdoors blue light colors sea landscape model yucatán nature lake lagoon,https://farm5.static.flickr.com/4462/37298129561_5ebbcd4be2_m.jpg,yes,mexico,1.0,40778,yucatán,"['colonia yucatán', 'estado de yucatán', 'ejido yucatán', 'juanacatlán', 'puerto cortés', 'matatlán', 'minatitlán', 'hidalgotitlán', 'tetlanohcán', 'juchitlán']",mexico
45456,Over 82 tonnes of dead fish have been hauled from Lake Cajititlán this week.,https://duncantucker.files.wordpress.com/2014/09/p1040034.jpg?w=600&h=450,yes,mexico,1.0,41821,lake cajititlán,"['lake lakengren', 'lake cargelligo', 'cajititlán', 'lake isabella', 'lake ronkonkoma', 'kawartha lakes', 'lake pocotopaug', 'lake montezuma', 'lake kiowa', 'town of lake']",mexico
48582,This white house has been designed to reference the traditional local architecture of Mexico's Lake Chapala.,https://i.pinimg.com/236x/b7/52/86/b7528652eb3de0220c3a63704321d424.jpg,yes,mexico,1.0,44696,mexico's lake chapala,"['chapala', 'spanish lake', 'lake como', 'delavan lake', 'angola on the lake', 'lake havasu city', 'lake montezuma', 'zapala', 'crandon lakes', 'lake mohegan']",mexico
54029,"Lake, Chapultepec Park (Bosque De Chapultepec), Chapultepec, Mexico City, Mexico, North America by Wendy Connett",https://imgc.allpostersimages.com/img/posters/wendy-connett-lake-chapultepec-park-bosque-de-chapultepec-chapultepec-mexico-city-mexico-north-america_u-L-Q1GJKM80.jpg?src=gp&w=300&h=375,yes,mexico,1.0,49677,mexico,"['mexico', 'mexico city', 'new mexico', 'nuevo méxico', 'nuevo mexico', 'guadalajara', 'city of mexico', 'viva méxico', 'mina méxico', 'ciudad de méxico']",mexico
55350,"The Aztecs built their capital city, Tenochtitlán, in the middle of Lake Texcoco in 1325 A.D...",http://images.slideplayer.com/12/3436409/slides/slide_5.jpg,yes,mexico,1.0,50896,tenochtitlán,"['tenochtitlán', 'san miguel tenochtitlán', 'cuautitlán', 'san lorenzo tenochtitlán', 'cuautitlán izcalli', 'san sebastián tenochtitlán', 'cuicatlan', 'nueva tenochtitlán (rizo de oro)', 'tetitlán', 'minatitlán']",mexico
60571,Lake Chapala in Mexico,http://doitintheamericas.com/images/mexico/lakes/lake-chapala-shore-dawn-bsp-30625349-500x287.jpg,yes,mexico,1.0,55676,mexico,"['mexico', 'mexico city', 'new mexico', 'nuevo méxico', 'nuevo mexico', 'guadalajara', 'city of mexico', 'viva méxico', 'mina méxico', 'ciudad de méxico']",mexico
65197,Toby and I at the pink lake in Mexico,https://theworldonmynecklace.com/wp-content/uploads/2017/02/Pink-lake-in-Las-Coloradas.jpg,yes,mexico,1.0,59930,mexico,"['mexico', 'mexico city', 'new mexico', 'nuevo méxico', 'nuevo mexico', 'guadalajara', 'city of mexico', 'viva méxico', 'mina méxico', 'ciudad de méxico']",mexico
67293,Vasequillo lake,http://1.bp.blogspot.com/_1Sl8WYs-R9s/TPMIfNrvC2I/AAAAAAAAAXQ/k2w5PQ0KZpk/S240/beautiful-colour-2.jpg,yes,mexico,1.0,61849,vasequillo lake,"['lake montezuma', 'lake cargelligo', 'manitou beach-devils lake', 'lake sarasota', 'lake panorama', 'random lake', 'crystal lake', 'sand lake', 'peach lake', 'lake ronkonkoma']",mexico
67372,Stock Photo of taxi boat janitizo island patzcuaro lake mexico,https://d1hw6n3yxknhky.cloudfront.net/026769635_iconv.jpeg,yes,mexico,1.0,61921,mexico,"['mexico', 'mexico city', 'new mexico', 'nuevo méxico', 'nuevo mexico', 'guadalajara', 'city of mexico', 'viva méxico', 'mina méxico', 'ciudad de méxico']",mexico
17,"Relaxing in nature. Lake Kukkia, Luopioinen, Finland. 25.5.2018 - Stock Image",https://c8.alamy.com/comp/P2C8X4/relaxing-in-nature-lake-kukkia-luopioinen-finland-2552018-P2C8X4.jpg,yes,finland,1.0,15,finland,"['republic of finland', 'helsinki', 'southern finland province', 'norway', 'montenegro', 'mellersta finland', 'iceland', 'poland', 'hungary', 'belgium']",finland
789,Lake Bodom - Blu-ray DVD Cover FSK 16,https://gruselseite.com/wp-content/uploads/reviews/lake-bodom/lake-bodom-cover.png,yes,finland,1.0,734,lake bodom,"['bodokro', 'bodó', 'bodo', 'bodoc', 'bodoquena', 'bodocó', 'bodolz', 'bodossipa', 'champion lakes', 'pleumeur-bodou']",finland
1264,Spring in my Hometown (@Tuomo) Tags: finlad nordic jyväskylä city urban houses lake frozen ice spring april landscape cityscape olympus m43 micro43 em1mk2 zuiko 12100mm,https://farm1.static.flickr.com/888/41565264312_2e5b9b9d84_t.jpg,yes,finland,1.0,1174,finland,"['republic of finland', 'helsinki', 'southern finland province', 'norway', 'montenegro', 'mellersta finland', 'iceland', 'poland', 'hungary', 'belgium']",finland
1927,"misty sunrise on a finnish lake, lapland",https://static2.bigstockphoto.com/1/2/1/large2/121995881.jpg,yes,finland,1.0,1780,lapland,"['lapland', 'summerland', 'queenland', 'crowland', 'courtland', 'swartland', 'friedland', 'loveland', 'wayland', 'rockland']",finland
2071,Aerial view of the winter frozen lake with wooden piers captured with a drone in Finland. - foto stock,https://media.istockphoto.com/photos/aerial-view-of-the-winter-frozen-lake-with-wooden-piers-captured-with-picture-id902820126?k=6&m=902820126&s=612x612&w=0&h=RtrtxuF92_1eUQt9bCwNCADwd8A7q2rqgEJKWPtIFn4=,yes,finland,1.0,1916,finland,"['republic of finland', 'helsinki', 'southern finland province', 'norway', 'montenegro', 'mellersta finland', 'iceland', 'poland', 'hungary', 'belgium']",finland
3454,Unattended Old Log Lying On The Coast Of Saimaa Lake In Finland,https://static1.bigstockphoto.com/thumbs/1/1/5/large2/51108190.jpg,yes,finland,1.0,3189,finland,"['republic of finland', 'helsinki', 'southern finland province', 'norway', 'montenegro', 'mellersta finland', 'iceland', 'poland', 'hungary', 'belgium']",finland
5003,lake in Finland,http://www.worldbiking.info/wordpress/wp-content/uploads/2018/06/final-00941.jpg,yes,finland,1.0,4618,finland,"['republic of finland', 'helsinki', 'southern finland province', 'norway', 'montenegro', 'mellersta finland', 'iceland', 'poland', 'hungary', 'belgium']",finland
5472,Mature man fishing from wooden pier near cottage on lake in Finland at summer,https://thumbnails.yayimages.com/1600/d/735/d735df2.jpg,yes,finland,1.0,5049,finland,"['republic of finland', 'helsinki', 'southern finland province', 'norway', 'montenegro', 'mellersta finland', 'iceland', 'poland', 'hungary', 'belgium']",finland
6454,"Winter aerial views in snowy forest and frozen lake in Nuuksio National park, Finland",https://imagescdn.gettyimagesbank.com/171/18/782/351/0/1086890440.jpg,yes,finland,1.0,5963,finland,"['republic of finland', 'helsinki', 'southern finland province', 'norway', 'montenegro', 'mellersta finland', 'iceland', 'poland', 'hungary', 'belgium']",finland
6466,Fototapeta Beautiful sunrise landscape with misty mood and calm lake at foggy summer morning in Finland obraz,https://as1.ftcdn.net/jpg/02/93/73/86/500_F_293738613_qsQOexL6Fh6sTNl4ezgSwDmlWQ70xwYe.jpg,yes,finland,1.0,5974,finland,"['republic of finland', 'helsinki', 'southern finland province', 'norway', 'montenegro', 'mellersta finland', 'iceland', 'poland', 'hungary', 'belgium']",finland
7326,Beautiful forest lake in Finland - stock photo,https://thumb7.shutterstock.com/image-photo/stock-photo-beautiful-forest-lake-in-finland-450w-72299032.jpg,yes,finland,1.0,6762,finland,"['republic of finland', 'helsinki', 'southern finland province', 'norway', 'montenegro', 'mellersta finland', 'iceland', 'poland', 'hungary', 'belgium']",finland
7434,"Scenic view to lake Saimaa from Toijansalmi bridge, Taipalsaari, Finland. Beautiful summer day, water surface is almost calm, just a little ripples. - Stock Photo",https://l450v.alamy.com/450v/2a20nky/scenic-view-to-lake-saimaa-from-toijansalmi-bridge-taipalsaari-finland-beautiful-summer-day-water-surface-is-almost-calm-just-a-little-ripples-2a20nky.jpg,yes,finland,1.0,6861,finland,"['republic of finland', 'helsinki', 'southern finland province', 'norway', 'montenegro', 'mellersta finland', 'iceland', 'poland', 'hungary', 'belgium']",finland
8350,"Forest and a lake from Kissing Bridge on Punkaharju Island. Lusto, Finland",https://sergeev.us/pictures/archives/2017/2007/jpeg/06.jpg,yes,finland,1.0,7717,finland,"['republic of finland', 'helsinki', 'southern finland province', 'norway', 'montenegro', 'mellersta finland', 'iceland', 'poland', 'hungary', 'belgium']",finland
8869,"A Lake in Finland During Winter 2, Rafael Guerra Painting","https://static.wixstatic.com/media/96319b_02e7498912f949779c1f579f2d902430~mv2_d_3084_2212_s_2.jpg/v1/fill/w_250,h_179,al_c,q_90/96319b_02e7498912f949779c1f579f2d902430~mv2_d_3084_2212_s_2.jpg",no,finland,1.0,8196,finland,"['republic of finland', 'helsinki', 'southern finland province', 'norway', 'montenegro', 'mellersta finland', 'iceland', 'poland', 'hungary', 'belgium']",finland
10634,"Starry sky, moon and falling meteorite over a lake, Finland Fine-Art Print",https://www.urbanloftart.com/product-images/AZAA8ADA-R793264-AEAEAG8FE4.jpg,yes,finland,1.0,9839,finland,"['republic of finland', 'helsinki', 'southern finland province', 'norway', 'montenegro', 'mellersta finland', 'iceland', 'poland', 'hungary', 'belgium']",finland
11854,"In all seasons the Koli National Park has his own beauty and poetry. The deep winter brings ice on Lake Pielinen and creates the longest ice bridge in Europe. With the reborn of nature in spring, the park turns into hundreds of colors thanks to the flowers. It is also incredible to experience the light and the midnight sun in summer.",https://fotostrasse.com/wp-content/uploads/2017/02/Koli-National-Park_Finlands-Hidden-Getaway_Fotostrasse_00013.jpg?x10272,yes,finland,1.0,10956,koli national park,"['kolli hills', 'kondapi', 'kololi', 'kosrae island', 'kora circle', 'koua', 'city of kokomo', 'koga', 'korem', 'kodur']",finland
14089,"View at finnish nature, forrest and a lake, at Raasepori in Uusimaa, Finland Stock Footage",https://images.pond5.com/view-finnish-nature-forrest-and-footage-058842809_iconm.jpeg,yes,finland,1.0,13007,finland,"['republic of finland', 'helsinki', 'southern finland province', 'norway', 'montenegro', 'mellersta finland', 'iceland', 'poland', 'hungary', 'belgium']",finland
14204,finland-lake-cottage-with-sauna,https://www.eurail.com/content/dam/images/finland-lake-cottage-with-sauna.adaptive.767.1558617297009.png,yes,finland,1.0,13115,finland,"['republic of finland', 'helsinki', 'southern finland province', 'norway', 'montenegro', 'mellersta finland', 'iceland', 'poland', 'hungary', 'belgium']",finland
15083,"Big brown bear walking around lake in the morning sun. Dangerous animal in the forest. Wildlife scene from Europe. Brown bird in the nature habitat with water, Finland. Bear with reflection in water.",https://dm0qx8t0i9gc9.cloudfront.net/thumbnails/image/rDtN98Qoishumwih/storyblocks-big-brown-bear-walking-around-lake-in-the-morning-sun-dangerous-animal-in-the-forest-wildlife-scene-from-europe-brown-bird-in-the-nature-habitat-with-water-finland-bear-with-reflection-in-water_rqfaUyXmbz_thumb.jpg,yes,finland,1.0,13922,finland,"['republic of finland', 'helsinki', 'southern finland province', 'norway', 'montenegro', 'mellersta finland', 'iceland', 'poland', 'hungary', 'belgium']",finland
15131,Dog jumping into lake. Dog Breed: Lagotto Romagnolo. Location Finland.,https://t3.ftcdn.net/jpg/02/24/37/76/360_F_224377633_tKQeqfB84d6fQeXlejArcunbge09DXEx.jpg,yes,finland,1.0,13967,finland,"['republic of finland', 'helsinki', 'southern finland province', 'norway', 'montenegro', 'mellersta finland', 'iceland', 'poland', 'hungary', 'belgium']",finland
16034,Landscape of the lake with a boat in the foreground. Vertical frame. Haukivesi lake. Finland.,https://thumb1.shutterstock.com/image-photo/stock-photo-landscape-of-the-lake-with-a-boat-in-the-foreground-vertical-frame-haukivesi-lake-finland-450w-317707757.jpg,yes,finland,1.0,14793,finland,"['republic of finland', 'helsinki', 'southern finland province', 'norway', 'montenegro', 'mellersta finland', 'iceland', 'poland', 'hungary', 'belgium']",finland
16760,Yacht near the wooden mini pier on Lake in Finland. On a summer evening,https://t3.ftcdn.net/jpg/02/97/33/76/240_F_297337697_ZDPrkqZ2SAFZbqByQpYBxv9TMzBLwrnL.jpg,yes,finland,1.0,15457,finland,"['republic of finland', 'helsinki', 'southern finland province', 'norway', 'montenegro', 'mellersta finland', 'iceland', 'poland', 'hungary', 'belgium']",finland
16828,Darren Alff smiling lake selfie in Finland,https://bicycletouringpro.com/wp-content/uploads/2017/06/Sweden-Finland-Norway-Bicycle-Touring-Pro-3777-660x433.jpg,yes,finland,1.0,15520,finland,"['republic of finland', 'helsinki', 'southern finland province', 'norway', 'montenegro', 'mellersta finland', 'iceland', 'poland', 'hungary', 'belgium']",finland
17517,Sunset over a finnish lake Royalty Free Stock Photos,https://thumbs.dreamstime.com/t/sunset-over-finnish-lake-beautiful-summer-56864188.jpg,yes,finland,1.0,16160,no,['no'],finland
19437,Kontiolahti lake sunset photo,https://www.jonatanrosales.com/wp-content/uploads/2012/07/jonatanrosales.com-3196.jpg,yes,finland,1.0,17922,kontiolahti,"['kontiolahti', 'korpilahti', 'koutsopódi', 'komarivtsi', 'kolari', 'kobuleti', 'kontich', 'koyilandi', 'koróni', 'korādi']",finland
20,Small lake with fallen leaves in the jungles Khao Sok National Park Surat Thani Province Thailand.,https://static1.bigstockphoto.com/thumbs/9/3/1/large2/139822769.jpg,yes,thailand,1.0,17,thailand,"['bangkok', 'kingdom of thailand', 'asia', 'thai chang', 'bangkok yai', 'thai nam', 'thai ko', 'koréa', 'china', 'chiná']",thailand
1172,Red lotus at Thale noi lake   Phatthalung Thailand. Where is the one motto of Phatthalung provice and is afavorite of the tourist stock image,https://thumbs.dreamstime.com/b/red-lotus-thale-noi-lake-phatthalung-thailand-red-lotus-thale-noi-lake-phatthalung-thailand-where-one-motto-146235441.jpg,yes,thailand,1.0,1091,thailand,"['bangkok', 'kingdom of thailand', 'asia', 'thai chang', 'bangkok yai', 'thai nam', 'thai ko', 'koréa', 'china', 'chiná']",thailand
1954,"beautiful view mountain lake and river from long tail boat in Ratchaprapa dam , Khoa sok national park , Surat thani ,Thailand(Un-focus image) - stock photo",https://thumb7.shutterstock.com/image-photo/stock-photo-beautiful-view-mountain-lake-and-river-from-long-tail-boat-in-ratchaprapa-dam-khoa-sok-national-450w-404985139.jpg,yes,thailand,1.0,1806,thailand,"['bangkok', 'kingdom of thailand', 'asia', 'thai chang', 'bangkok yai', 'thai nam', 'thai ko', 'koréa', 'china', 'chiná']",thailand
2442,Khao Sok National Park National Park Thailand Beauty In Nature Boat Cloud - Sky Day Lake Longtail Boat Mountain Mountain Range Nature No People Non-urban Scene Outdoors Plant Power In Nature Reflection Scenics - Nature Sky Tranquil Scene Tranquility Travel Destinations Tree Water,https://cdn3.eyeem.com/thumb/596de1f1ee4abf5d20c11d78e6a5a302fe4b62fb-1526731783463/w/700,yes,thailand,1.0,2262,thailand,"['bangkok', 'kingdom of thailand', 'asia', 'thai chang', 'bangkok yai', 'thai nam', 'thai ko', 'koréa', 'china', 'chiná']",thailand
3053,The Ancient City Reflections In The Water Reflections The Ancient City Thailand Travel Photography Travelgram Amazing Place My Capture  Thailandtravel Reflections And Shadows Praceful Bangkok Thailand Palace Replica  Land Of Smiles Amazing Nature Architecture Lake EyeEm Thailand The Week Of Eyeem Fresh On Eyeem  Showcase June,https://cdn4.eyeem.com/thumb/7e256082837add842dde18d4fb4fe115fe8255cb-1465801759541/w/300,yes,thailand,1.0,2827,thailand,"['bangkok', 'kingdom of thailand', 'asia', 'thai chang', 'bangkok yai', 'thai nam', 'thai ko', 'koréa', 'china', 'chiná']",thailand
3783,"Fish lift net in Phatthalung. Fishing  in Thale Noi, Lake in Phatthalung Stock Photo",https://thumbs.dreamstime.com/t/fish-lift-net-phatthalung-fishing-thale-noi-lake-52556980.jpg,yes,thailand,1.0,3490,phatthalung,"['phatthalung', 'changwat phatthalung', 'pharihā', 'phungyar', 'phaeng', 'phleung chheh roteh', 'phalodi', 'phrai phatthana', 'phluang', 'svay phleung']",thailand
4229,"Koh Yor (Yor Island on Songkhla Lake), is surrounded by fish traps which create a somewhat surreal landsape.A fisherman passes one of the modest fishermens' huts, built at the end of jettys out over the Thale Sap, on his way to examining his fish traps.",https://m.psecn.photoshelter.com/img-get2/I0000RTF0ABd7bE8/fit=180x180/fill=/g=G0000Bfxdv1rFAJQ/I0000RTF0ABd7bE8.jpg,yes,thailand,1.0,3901,koh yor,"['kor', 'ko yo', 'khao yoi', 'krouch kor', 'thma kor', 'khok yae', 'yoho', 'kosh', 'horw', 'khok yai']",thailand
4967,"4K time lapse video of walk way in Kwan Phayao lake, Thailand.",https://vidcdn.123rf.com/450nwm/kobchaima/kobchaima1906/kobchaima190600100.jpg,yes,thailand,1.0,4584,thailand,"['bangkok', 'kingdom of thailand', 'asia', 'thai chang', 'bangkok yai', 'thai nam', 'thai ko', 'koréa', 'china', 'chiná']",thailand
5108,"Young Travel Woman in White Dress Standing on Pier of Wooden House on Green Lake with Tropical Mountains. Female Tourist in Luxury Resort with Floating Raft Bungalows at Cheow Lan Lake, Thailand",https://image.shutterstock.com/image-photo/young-travel-woman-white-dress-260nw-1865599828.jpg,yes,thailand,1.0,4712,"cheow lan lake, thailand","['bangkok', 'kingdom of thailand', 'thai chang', 'bangkok noi', 'bangkok yai', 'thai nam', 'thai ko', 'amphoe chiang khan', 'amphoe chiang khwan', 'thailisain']",thailand
6732,Plan Your Stay- Day Trip to Cheow Lan Lake Main,https://anuraklodge.com/wp-content/uploads/2019/07/Plan-Your-Stay-Day-Trip-to-Cheow-Lan-Lake-Main-1024x683.jpg?x41896,yes,thailand,1.0,6218,no,['no'],thailand
8206,"Purple heron in flight over blue lake at dusk, wetland in Thailand. Purple heron in flight over blue lake at dusk, serene tropical lake in Sam Roi Yot National royalty free stock photography",https://thumbs.dreamstime.com/b/purple-heron-flight-over-blue-lake-dusk-wetland-thailand-serene-tropical-sam-roi-yot-national-park-motion-blur-151961317.jpg,yes,thailand,1.0,7581,thailand,"['bangkok', 'kingdom of thailand', 'asia', 'thai chang', 'bangkok yai', 'thai nam', 'thai ko', 'koréa', 'china', 'chiná']",thailand
9475,"Wooden Thai traditional long-tail boat on a lake with mountains at Ratchaprapha Dam or Khao Sok National Park, Surat Thani Province, Thailand",https://thumbnails.yayimages.com/1600/f/6d0/f6d05ae.jpg,yes,thailand,1.0,8764,thailand,"['bangkok', 'kingdom of thailand', 'asia', 'thai chang', 'bangkok yai', 'thai nam', 'thai ko', 'koréa', 'china', 'chiná']",thailand
12916,"Fishing in Payao lake, north of Thailand",https://thumb7.shutterstock.com/image-photo/stock-photo-fishing-in-payao-lake-north-of-thailand-450w-41555446.jpg,yes,thailand,1.0,11936,thailand,"['bangkok', 'kingdom of thailand', 'asia', 'thai chang', 'bangkok yai', 'thai nam', 'thai ko', 'koréa', 'china', 'chiná']",thailand
14635,"Petrified trees, part of the sunken rainforest at Chiew Lan Lake",https://ayankwithoutachain.files.wordpress.com/2014/03/dscn4490-001.jpg?w=800,yes,thailand,1.0,13509,chiew lan lake,"['round lake', 'village of round lake', 'lake in the hills', 'choctaw lake', 'town of lake', 'winona lake', 'village of random lake', 'lakeway', 'cottage lake', 'lake telemark']",thailand
16087,Private Lake Huay Yai land For Sale in  East Pattaya,https://www.thaiproperty.com/public/uploads/tempimages/Private_Lake_-92646.JPG,yes,thailand,1.0,14843,pattaya,"['pattaya', 'patiyali', 'patiya', 'patana', 'patarrá', 'patuakhali', 'pátra', 'pátroha', 'patamda', 'pattada']",thailand
16771,"Canyon Lake, Thailand",https://i.pinimg.com/236x/f2/70/f4/f270f4100247b19a0ebfafda4c3a9c74--southeast-asia-wanna.jpg,yes,thailand,1.0,15467,thailand,"['bangkok', 'kingdom of thailand', 'asia', 'thai chang', 'bangkok yai', 'thai nam', 'thai ko', 'koréa', 'china', 'chiná']",thailand
17543,"Canoeing on Cheo Lan lake in Khao Sok National park, Thailand Stock Photography",https://thumbs.dreamstime.com/t/canoeing-cheo-lan-lake-khao-sok-national-park-thailand-floating-hotel-84916212.jpg,yes,thailand,1.0,16185,thailand,"['bangkok', 'kingdom of thailand', 'asia', 'thai chang', 'bangkok yai', 'thai nam', 'thai ko', 'koréa', 'china', 'chiná']",thailand
19534,"Lake and skyscrapers at night, at Lumphini Park, in Bangkok, Thailand. - stock photo",https://d1hw6n3yxknhky.cloudfront.net/058860211_iconm.jpeg,yes,thailand,1.0,18004,thailand,"['bangkok', 'kingdom of thailand', 'asia', 'thai chang', 'bangkok yai', 'thai nam', 'thai ko', 'koréa', 'china', 'chiná']",thailand
19689,Pang Ung. Beautiful forest lake in the morning. Mae Hong Son. Thailand,https://us.123rf.com/450wm/suthiwat/suthiwat1412/suthiwat141200017/34767568-pang-ung-beautiful-forest-lake-in-the-morning-mae-hong-son-thailand.jpg?ver=6,yes,thailand,1.0,18147,thailand,"['bangkok', 'kingdom of thailand', 'asia', 'thai chang', 'bangkok yai', 'thai nam', 'thai ko', 'koréa', 'china', 'chiná']",thailand
19904,Lake Carry-all Pouch featuring the photograph National Park Thailand by Adrian Evans,https://render.fineartamerica.com/images/rendered/default/flat/pouch/images-medium/national-park-thailand-adrian-evans.jpg?&targetx=0&targety=-22&imagewidth=777&imageheight=518&modelwidth=777&modelheight=474&backgroundcolor=322818&orientation=0&producttype=pouch-regularbottom-medium,yes,thailand,1.0,18343,thailand,"['bangkok', 'kingdom of thailand', 'asia', 'thai chang', 'bangkok yai', 'thai nam', 'thai ko', 'koréa', 'china', 'chiná']",thailand
20834,In the pink thai lake draws tourists with spectacular lotus bloom in the pink thai lake draws tourists with spectacular lotus bloom mightylinksfo,https://qtxasset.com/styles/breakpoint_sm_default_480px_w/s3/travelagentcentral/1513113327/RedLotusSeaThailandsubinpumsomiStockGettyImagesPlusGettyImages.jpg?0Ov3Iy0FJ1FuAmVolrOOnykR2uBIfjCD&itok=AafRu5UL,yes,thailand,1.0,19201,thai lake,"['bangkok', 'thai nam', 'thai ko', 'bangkok yai', 'thai chang', 'kingdom of thailand', 'mo thai', 'khok thai', 'bo thai', 'chak thai']",thailand
22028,Khao Sok Jungle & Lake package 1200,https://anuraklodge.com/wp-content/uploads/2019/07/Khao-Sok-Jungle-Lake-package-1200-600x400.jpg,yes,thailand,1.0,20294,no,['no'],thailand
22133,Mabprachan Lake Land For Sale in  East Pattaya,https://www.thaiproperty.com/public/uploads/tempimages/2021-81039.JPG,yes,thailand,1.0,20385,east pattaya,"['pattaya', 'east godāvari', 'east tawas', 'east palatka', 'east pilbara', 'east siang', 'patuakhali', 'eastern visayas', 'east killara', 'dibrugarh east']",thailand
23291,Imperial Lake View Hotel & Golf Club,http://i2.wp.com/www.huahinparadisecity.com/wp-content/uploads/2014/07/Imperial-Lake-View-Golf-Club-Logo1.jpg?resize=150%2C150,yes,china,1.0,21440,no,['no'],thailand
24001,"Cheow Lan Lake, Khao Sok National Park",https://cdn.audleytravel.com/145/%7Bheight%7D/79/001145152239096072237083081013056216132125023032.jpg,yes,thailand,1.0,22094,"cheow lan lake, khao sok national park","['lake koshkonong', 'koontz lake', 'kawartha lakes', 'lake kiowa', 'village of lake park', 'town of lake park', 'lake mohegan', 'lake park', 'city of lake park', 'lake ronkonkoma']",thailand
22,Download Wild Guide Lake District and Yorkshire Dales: Hidden Places and Great Adventures - including Bowland and South Pennines PDF,https://images-na.ssl-images-amazon.com/images/I/91CG4dCEdEL.jpg,no,no,1.0,19,lake district,"['south lakeland district', 'lake city', 'lake village', 'town of lake', 'town of lakeview', 'lake county', 'lakeview', 'village of lakeview', 'city of lake village', 'city of lakeway']",united kingdom
220,"PETER SYMONDS | The Buttermere Fells from Crummock Water, Lake District","https://static.wixstatic.com/media/b671a4_ecc2186c79ac4d958ee4087ee6f36b51~mv2.jpg/v1/fill/w_600,h_332,al_c,q_85/b671a4_ecc2186c79ac4d958ee4087ee6f36b51~mv2.jpg",yes,united kingdom,1.0,205,lake district,"['south lakeland district', 'lake city', 'lake village', 'town of lake', 'town of lakeview', 'lake county', 'lakeview', 'village of lakeview', 'city of lake village', 'city of lakeway']",united kingdom
280,"View towards Llangorse lake from Mynydd Llangorse, Brecon Beacons national park, Wales",https://m.psecn.photoshelter.com/img-get2/I0000rW9bUCCQHF0/fit=200x200/fill=/g=G0000r_ISncg.WFY/I0000rW9bUCCQHF0.jpg,yes,united kingdom,1.0,259,wales,"['wales', 'north wales', 'town of wales', 'village of wales', 'welsh', 'cardiff', 'wrexham', 'town of welsh', 'lake wales', 'cardiff south']",united kingdom
440,Beachy Head - East Sussex Beachy Head Beauty In Nature Cloud - Sky Day East Sussex Grass Lake Landscape Marsh Nature No People Outdoors Reed - Grass Family Reflection Scenics Sky Water,https://cdn4.eyeem.com/thumb/62e6104d8a64f0cb457e8a86afb9f84bc245081c-1479075093646/w/750,yes,united kingdom,1.0,409,east sussex,"['east sussex', 'west sussex', 'sussex', 'borough of sussex', 'mid sussex district', 'brighton east', 'sussex county', 'village of sussex', 'east of england', 'north east derbyshire']",united kingdom
