id,text,url,llama,entity_presence,svm_1,id_new,gemini-flash_faiss_loc,gemini-flash_faiss,gemini-flash_faiss_country
1612,Min.order is $12(mix order) 2013 Fashion Vingtage Jewelry Yellow Rose Queen Flower Resin Pendant Necklace Free Shipping AN008022(China (Mainland)),http://i01.i.aliimg.com/wsphoto/v3/632587965_1/Min-order-is-12-mix-order-2013-Fashion-font-b-Vingtage-b-font-font-b-Jewelry.jpg_250x250.jpg,china,yes,1.0,1496,china (mainland),"['chiná', 'china', 'shanghai', 'hongzhou', 'city of china', 'hong kong', 'beijing', 'hongjiang', 'jingzhou', 'lower mainland']",china
1654,Charms Jewelry Findings China (Mainland) Free ship! For 3mm Leather Cord End Caps Fasteners Clasps 500PCS Platinum Dull Silver Plated Tone Metal Jewelry Crimp Beads,http://www.dhresource.com/albu_597308254_00-1.200x200/free-ship-for-3mm-leather-cord-end-caps-fasteners.jpg,china,yes,1.0,1537,china (mainland),"['chiná', 'china', 'shanghai', 'hongzhou', 'city of china', 'hong kong', 'beijing', 'hongjiang', 'jingzhou', 'lower mainland']",china
1917,2013 Hot Selling Fashion Beating Humanoid Tungsten Carbide Finger Jewelry Rings Free Shipping TF-078(China (Mainland)),http://i00.i.aliimg.com/wsphoto/v4/816565086_1/2013-Hot-Selling-Fashion-font-b-Beating-b-font-Humanoid-Tungsten-Carbide-Finger-Jewelry-Rings-Free.jpg,china,yes,1.0,1779,china (mainland),"['chiná', 'china', 'shanghai', 'hongzhou', 'city of china', 'hong kong', 'beijing', 'hongjiang', 'jingzhou', 'lower mainland']",china
1947,"""TIBETAN Bold FASHION Red Color Resin Beads Tribal Long Necklace Jewelry 36""""L""",https://i.ebayimg.com/thumbs/images/g/454AAOSw5N1dFy41/s-l200.jpg,no,yes,1.0,1806,tibetan,"['tibet autonomous region', 'lama', 'dalai', 'lamas', 'lama, a', 'lamae', 'lamak', 'lamam', 'chinia', 'lamaní']",china
1991,10pcs 2.5mm *2.35cm JEWELRY STONE GLASS DIAMOND DRILL BITS (free shipping )(China (Mainland)),http://i01.i.aliimg.com/wsphoto/v0/678373659_1/10pcs-2-5mm-2-35cm-font-b-JEWELRY-b-font-STONE-GLASS-font-b-DIAMOND-b.jpg,china,no,1.0,1847,china (mainland),"['chiná', 'china', 'shanghai', 'hongzhou', 'city of china', 'hong kong', 'beijing', 'hongjiang', 'jingzhou', 'lower mainland']",china
2000,CDE Guangzhou China crystals from Swarovski jewelry factory bulk wholesale 925 sterling silver fashion dolphin pendant necklace,http://sc02.alicdn.com/kf/HTB10VbwRFXXXXbkXXXXq6xXFXXXw/202338273/HTB10VbwRFXXXXbkXXXXq6xXFXXXw.jpg,china,yes,1.0,1856,guangzhou china,"['guangzhou', 'guangzhou shi', 'shenzhen', 'beijing', 'shanghai', 'city of china', 'zhuzhou', 'hongzhou', 'changzhou', 'chiná']",china
50,Russian Spiral Gets Reversed! Russian Spiral Video Tutorial | Beaded Jewelry Diva,https://i.pinimg.com/236x/b1/0f/a1/b10fa1f179b4313aa09fbfb7116eea5c--bracelet-tutorial-diy-bracelet.jpg,russia,yes,1.0,46,russian,"['european russia', 'moscow', 'rus', 'russian federation', 'ruskov', 'vladimirovka', 'konstantinovka', 'tatarka', 'borisovka', 'vladimir']",russia
2284,10Pcs Enamel Russian Doll Pendant Charm Necklace Jewelry Making DIY Craft Gifts,https://i.ebayimg.com/thumbs/images/g/hswAAOSw0JpV5CPe/s-l200.jpg,no,yes,1.0,2123,russian,"['european russia', 'moscow', 'rus', 'russian federation', 'ruskov', 'vladimirovka', 'konstantinovka', 'tatarka', 'borisovka', 'vladimir']",russia
7608,Heartless: A Russian Man Shooting The Clerk Before Robbing A Bridal Jewelry Store!,https://hw-static.worldstarhiphop.com/u/pic/2012/02/12/ijuyhtgfededewdwdw.jpg,russia,yes,1.0,7098,russian,"['european russia', 'moscow', 'rus', 'russian federation', 'ruskov', 'vladimirovka', 'konstantinovka', 'tatarka', 'borisovka', 'vladimir']",russia
7795,Vintage Antique Jewelry Glass Cabochon Silver Long Chain Necklace Tradition Russian Doll Picture Pendant Necklace Women,http://g01.a.alicdn.com/kf/HTB1YBxgLpXXXXXWXFXXq6xXFXXXV/Vintage-Antique-Jewelry-Glass-Cabochon-Silver-Long-Chain-Necklace-Tradition-Russian-Doll-Picture-Pendant-Necklace-Women.jpg_220x220.jpg,no,yes,1.0,7275,russian,"['european russia', 'moscow', 'rus', 'russian federation', 'ruskov', 'vladimirovka', 'konstantinovka', 'tatarka', 'borisovka', 'vladimir']",russia
9122,Cancrinite pendant with inlaid bail - Rusmineral cabochons&jewelry - 1,https://cdn.shopify.com/s/files/1/0899/6664/products/IMG_9609_compact.jpg?v=1462845882,no,yes,1.0,8510,no,['no'],russia
10961,"Emporio Armani Round Stainless Steel Nylon Strap Watch (16.960 RUB) ❤ liked on Polyvore featuring men's fashion, men's jewelry, men's watches, apparel & accessories, blue, emporio armani mens watches, mens blue watches, mens stainless steel watches and mens leather strap watches",https://i.pinimg.com/236x/bf/09/e0/bf09e0d141514a520121ad146eb84794.jpg,russia,yes,1.0,10215,no,['no'],russia
15178,Custom Russian Name Necklace - Beleco Jewelry,https://cdn.shopify.com/s/files/1/0047/1616/7257/products/custom-russian-name-necklace-660232_800x.jpg?v=1569387988,no,yes,1.0,14121,russian,"['european russia', 'moscow', 'rus', 'russian federation', 'ruskov', 'vladimirovka', 'konstantinovka', 'tatarka', 'borisovka', 'vladimir']",russia
15800,'Captain Grey' Jewelry Necklace Pendant Russian Blue Cat photo by The Lonely Pixel Photography,https://i.pinimg.com/236x/ef/f3/72/eff37228d7418a6461ea7e2aa82937fe.jpg,no,no,1.0,14709,russia,"['european russia', 'moscow', 'siberia', 'ukraine', 'chiná', 'china', 'russian federation', 'japan', 'brasil', 'koréa']",russia
17007,Russian Alexandrite Ring 14K Rose Gold USSR Soviet Union Fine Jewelry Size 5.75,http://sovietunionussr.com/wp-content/images/Russian-Alexandrite-Ring-14K-Rose-Gold-USSR-Soviet-Union-Fine-Jewelry-Size-5-75-11-wy.jpg,russia,yes,1.0,15845,ussr,"['moscow', 'european russia', 'siberia', 'russian federation', 'petersburg', 'lenina', 'republic of kazakhstan', 'ukraine', 'sovietskyi raion', 'koréa']",russia
17567,"Shop Serpentine Jewelry! Russian Serpentine 54 Mala 6mm Green Beads Bracelet Gold Plated Heart Bracelet Unisex Bracelet Gemstone Jewelry Yoga Bracelet Gift Bracelet | Natural genuine Serpentine jewelry. Buy crystal jewelry, handmade handcrafted artisan jewelry for women.  Unique handmade gift ideas. #jewelry #beadedjewelry #beadedjewelry #gift #shopping #handmadejewelry #fashion #style #product #jewelry #affiliate #ad",https://beadage.net/wp-content/uploads/2019/07/serpentine-bracelet-russian-54-mala-300x300.jpg,russia,yes,1.0,16362,russian,"['european russia', 'moscow', 'rus', 'russian federation', 'ruskov', 'vladimirovka', 'konstantinovka', 'tatarka', 'borisovka', 'vladimir']",russia
17959,Purple easter metal crafts gifts embroidery russian egg jewelry purple easter metal crafts gifts embroidery russian egg jewelry trinket box figurine for christmas gifts jewelry display case in figurines miniatures from negle Gallery,https://ae01.alicdn.com/kf/HTB1CrzZOXXXXXXdXVXXq6xXFXXX5/Purple-Easter-Metal-Crafts-Gifts-Embroidery-Russian-Egg-Jewelry-Trinket-Box-Figurine-for-Christmas-Gifts-Jewelry.jpg,no,yes,1.0,16727,no,['no'],russia
18176,alibaba in russian fashion jewelry 2015 silver collar necklaces for young girls,http://sc01.alicdn.com/kf/HTB17Q2cJpXXXXXGXFXXq6xXFXXX2/alibaba-in-russian-fashion-jewelry-2015-silver.jpg_220x220.jpg,no,yes,1.0,16929,russia,"['european russia', 'moscow', 'siberia', 'ukraine', 'chiná', 'china', 'russian federation', 'japan', 'brasil', 'koréa']",russia
18258,"Jewelry sets: 3 sets with amethyst.serebro925, Jewelry Sets, Moscow,  Фото №1",https://cs5.livemaster.ru/storage/0f/b4/1fde8e90d75d4a972f705e3e1fpg--jewelry-sets-jewelry-sets-3-sets-with-amethyst-serebro925.jpg,russia,yes,1.0,17006,moscow,"['moscow', 'moscow oblast', 'borough of moscow', 'european russia', 'petersburg', 'town of russia', 'russiaville', 'leningrad oblast', 'moscow, id micro area', 'siberia']",russia
19794,"Artemisia's Royal Jewels: Russian Royal Jewels Empress Maria Feodorovna (wife of Paul I) commissioned a diadem that would remind of the Russian fields. Duval Brothers created a diadem of oak and laurel leaves, bordered by sheaves of wheat. Royal Crown Jewels, Royal Crowns, Royal Tiaras, Royal Jewelry, Tiaras And Crowns, Russian Jewelry, Faberge Eier, Maria Feodorovna, Bijoux Art Nouveau",https://i.pinimg.com/236x/58/56/84/585684f2dabe41f312babc0386abef3c.jpg,russia,yes,1.0,18452,russian federation,"['russian federation', 'european russia', 'moscow', 'moscow oblast', 'vladimirskaya oblast’', 'saratovskaya oblast', 'konstantinovskaya', 'rus', 'vladimirskaya', 'pskov oblast']",russia
19931,Wholesale Antique Russian Silver Jewelry - Antique Vintage Silver Turquoise Bracelet Bangle owl Turquoise Stone Bracelet Jewelry carved Europe and Russian 925 silver plated owl bangle,https://www.dhresource.com/200x200s/f2-albu-g1-M01-47-64-rBVaGFZsNbmAB2TEAAQMXEjZpLo804.jpg/antique-vintage-silver-turquoise-bracelet.jpg,russia,yes,1.0,18583,russian,"['european russia', 'moscow', 'rus', 'russian federation', 'ruskov', 'vladimirovka', 'konstantinovka', 'tatarka', 'borisovka', 'vladimir']",russia
20153,[ 25% OFF ] Peacock Purple Faberge Russia Eggs Jewelry Trinket Box Figurine Home Display Vintage Faberge Egg Magnet Metal Crafts,https://i.pinimg.com/236x/54/cc/d6/54ccd69e60f3fe5088b6642edf934660--decorative-crafts-metal-crafts.jpg,russia,yes,1.0,18790,russia,"['european russia', 'moscow', 'siberia', 'ukraine', 'chiná', 'china', 'russian federation', 'japan', 'brasil', 'koréa']",russia
21805,Grey semi precious stone 18x13mm 925 sterling silver rings for women Hematite ring Adjustable ring uk Reiki jewelry,https://i.etsystatic.com/8568473/r/il/a1b337/891412745/il_794xN.891412745_gvl1.jpg,united kingdom,yes,1.0,20341,united kingdom,"['uk', 'england', 'united kingdom of great britain and northern ireland', 'so uk', 'london', 'great britain', 'new britain', 'city of england', 'uki', 'scotland']",russia
25165,15 Days To Russia 3-Storey Korean Girl Earrings Plate Portable PU Earrings Ring Necklace Multi-Function Jewelry Storage Box,https://ae01.alicdn.com/kf/H33adfcbbf3c546599b4c401f1179d3dcC/15-days-to-Russia-3-Storey-Korean-Girl-Earrings-Plate-Portable-PU-Earrings-Ring-Necklace-Multi.jpg,no,yes,1.0,23491,russia,"['european russia', 'moscow', 'siberia', 'ukraine', 'chiná', 'china', 'russian federation', 'japan', 'brasil', 'koréa']",russia
25932,Easter day jewelry women gifts color enameled russian faberge egg easter day jewelry women gifts color enameled russian faberge egg necklace pendant buy faberge egg necklaceeaster egg pendantfaberge egg pendant product mozeypictures Gallery,https://sc01.alicdn.com/kf/HTB1P5a.bPJTMKJjSZFPq6zHUFXaS.jpg,russia,yes,1.0,24209,russia,"['european russia', 'moscow', 'siberia', 'ukraine', 'chiná', 'china', 'russian federation', 'japan', 'brasil', 'koréa']",russia
27786,Amazing ring Vintage russian jewelry Soviet USSR style Gold 14K 583,https://ussrrussiansoviet.com/en/uploads/Amazing_ring_Vintage_russian_jewelry_Soviet_USSR_style_Gold_14K_583_01_yrll.jpg,russia,yes,1.0,25951,soviet ussr,"['moscow', 'european russia', 'russian federation', 'siberia', 'sovietskyi raion', 'lenina', 'pohronský ruskov', 'petersburg', 'leninogorsk', 'leningrad oblast']",russia
27841,cheap -Women's Band Ring Go Rings Gold Plated Alloy Unusual Unique Design Fashion Wedding Daily Jewelry Russian Wedding Ring,https://li0.rightinthebox.com/images/190x250/201412/ioxw1419564691376.jpg,no,yes,1.0,26001,russian,"['european russia', 'moscow', 'rus', 'russian federation', 'ruskov', 'vladimirovka', 'konstantinovka', 'tatarka', 'borisovka', 'vladimir']",russia
28536,Chanel's New High Jewelry Collection Inspired By Russia's Empire chanel Chanel's New High Jewelry Collection Inspired By Russia's Empire Chanel   s New High Jewelry Collection Inspired By Russia   s Empire 3,https://luxurysafes.me/blog/wp-content/uploads/2019/09/Chanel%E2%80%99s-New-High-Jewelry-Collection-Inspired-By-Russia%E2%80%99s-Empire-3.jpg,russia,yes,1.0,26662,russia,"['european russia', 'moscow', 'siberia', 'ukraine', 'chiná', 'china', 'russian federation', 'japan', 'brasil', 'koréa']",russia
29126,"Carnelian Cameo Brooch in Neoclassical Gold Mount - Possibly Maria Feodorovna, wife of Paul I of Russia - Fine Jewelry",http://cf.collectorsweekly.com/stories/4DTWzcpcSWivQrh4NfDFLw-small.jpg,russia,yes,1.0,27217,russia,"['european russia', 'moscow', 'siberia', 'ukraine', 'chiná', 'china', 'russian federation', 'japan', 'brasil', 'koréa']",russia
29506,Neoglory Rhinestone 14K Gold Plated Ethnic Jewelry Sets Wedding Necklace and Earrings Leaf Style for Women Wholesale 2014 Russia,http://i00.i.aliimg.com/wsphoto/v14/879091384_1/Neoglory_Rhinestone_14K_Gold_Plated_Ethnic_Jewelry_Sets_Wedding_Necklace_and_Earrings_Leaf_Style_for_Women_Wholesale_2014_Russia.jpg_200x200.jpg,russia,yes,1.0,27566,russia,"['european russia', 'moscow', 'siberia', 'ukraine', 'chiná', 'china', 'russian federation', 'japan', 'brasil', 'koréa']",russia
30545,New Vintage Ancient Silver Matryoshka Russian Doll Charms Dangle Earrings For Women Gift Jewelry Making 20 Pair In Drop From Accessories,https://ae01.alicdn.com/kf/HTB199nyLVXXXXafXXXXq6xXFXXXu/New-Vintage-Ancient-Silver-Matryoshka-Russian-Doll-Charms-Dangle-Earrings-For-Women-Gift-Jewelry-Making-20.jpg,russia,yes,1.0,28533,russian,"['european russia', 'moscow', 'rus', 'russian federation', 'ruskov', 'vladimirovka', 'konstantinovka', 'tatarka', 'borisovka', 'vladimir']",russia
55,Braided Noosa Multi Leather Layer Bracelets 18mm Chunks Interchangeable Ginger Snap Button Charms Bangle for Women Men s Fashion Jewelry,https://www.dhresource.com/300x300/f2/albu/g18/M01/FC/50/rBVapGA_LwOABA2oAAINv8ov2Co055.jpg,no,yes,1.0,50,noosa,"['noosaville', 'noosa heads', 'noja', 'nekoosa', 'nouméa', 'nouamou', 'nombela', 'nougoua', 'noufou', 'nolo']",australia
266,Rose Style Rings Australia - R405 luxury Rings red jewelry female New Style rose gold imperial crown Rings For Women crystal alternatetion heart,https://www.dhresource.com/260x260s/f2-albu-g8-M01-D1-4D-rBVaV1yh_fKAL5zmAAFyURTueYU262.jpg/r405-luxury-rings-red-jewelry-female-new.jpg,australia,yes,1.0,239,australia,"['ausa', 'england', 'brasil', 'brazil', 'canada', 'cañada', 'melbourne', 'sydney', 'tasmania', 'china']",australia
319,tunnels plug 8mm Australia - 54pcs lot hot fish design transparent acrylic ear tunnels with water piercing body jewelry saddle plugs 8mm to 25mm.,https://www.dhresource.com/260x260s/f2-albu-g8-M01-09-5D-rBVaV1yLGOeAcl50AAB9HxoQPJQ134.jpg/54pcs-lot-hot-fish-design-transparent-acrylic.jpg,australia,yes,1.0,286,australia,"['ausa', 'england', 'brasil', 'brazil', 'canada', 'cañada', 'melbourne', 'sydney', 'tasmania', 'china']",australia
634,"Two Australian art, craft, fashion and design enthusiasts share their fabulous finds from around the globe. Stone Jewelry, Metal Jewelry, Jewelry Art, Silver Jewelry, Jewelry Design, Silver Earrings, Contemporary Jewellery, Modern Jewelry, Brooches Handmade",https://i.pinimg.com/236x/ae/04/d4/ae04d47e745aa779a0dfb48ac3e68996--shawl-pin-australian-art.jpg,australia,yes,1.0,578,no,['no'],australia
1010,Wholesale Green Glass Owl - VOCHENG NOOSA Wholesale 18mm Lovely Owl Glass Snap Interchangeable Jewelry Vn-1164,https://www.dhresource.com/200x200s/f2-albu-g4-M01-B1-A9-rBVaEVcz-zqAUI4QAAe9u4RJc8w113.jpg/vocheng-noosa-wholesale-18mm-lovely-owl-glass.jpg,no,yes,1.0,933,noosa,"['noosaville', 'noosa heads', 'noja', 'nekoosa', 'nouméa', 'nouamou', 'nombela', 'nougoua', 'noufou', 'nolo']",australia
1168,"""This was an""""Opals-On-Black""""  opal & amethyst pendant - one of our past jewelry creations! .#opal #jewelry #australia""",https://i.pinimg.com/236x/fb/24/a5/fb24a546e634ac1cd4014c792514f94c.jpg,australia,yes,1.0,1082,australia,"['ausa', 'england', 'brasil', 'brazil', 'canada', 'cañada', 'melbourne', 'sydney', 'tasmania', 'china']",australia
2610,$enCountryForm.capitalKeyWord Australia - High Quality 100% 925 Sterling Silver Wide Design Finger Rings Rhodium Plated fine women jewelry manufacturer China,https://www.dhresource.com/260x260s/f2-albu-g9-M00-76-A3-rBVaWF1TzvmALCdOAANblJX3Zw0103.jpg/high-quality-100-925-sterling-silver-wide.jpg,china,yes,1.0,2426,australia,"['ausa', 'england', 'brasil', 'brazil', 'canada', 'cañada', 'melbourne', 'sydney', 'tasmania', 'china']",australia
2905,12 styles PU leather Snap Button Bracelet Multilayer Infinity Heart Crown Letters Bracelets 18MM Noosa Ginger Snaps jewelry for women,http://www.dhresource.com/260x260/f2/albu/g5/M01/3C/61/rBVaI1jUxC6AMAGlAAGS6TmKZW0867.jpg,no,yes,1.0,2702,no,['no'],australia
3277,Special Pendants Australia - B8 Special Religious Necklace For Unisex Buddhism Style Jewelry Crystal Chakra OM Yoga pendant Necklace Potential Healing Energy Jewelry,https://www.dhresource.com/260x260s/f2-albu-g8-M00-A9-65-rBVaVFzFDpeAZLC-AACyumWfa00342.jpg/b8-special-religious-necklace-for-unisex.jpg,australia,yes,1.0,3055,australia,"['ausa', 'england', 'brasil', 'brazil', 'canada', 'cañada', 'melbourne', 'sydney', 'tasmania', 'china']",australia
3568,$enCountryForm.capitalKeyWord Australia - Sweet Bell Mix 200 pcs Antique gold Charms Gear Pendant Antique bronze Fit Bracelets Necklace DIY Metal Jewelry Making D0536,https://www.dhresource.com/260x260s/f2-albu-g9-M00-4F-B0-rBVaWFzlEraAK29wAAFjuHRuJXg101.jpg/sweet-bell-mix-200-pcs-antique-gold-charms.jpg,australia,yes,1.0,3332,australia,"['ausa', 'england', 'brasil', 'brazil', 'canada', 'cañada', 'melbourne', 'sydney', 'tasmania', 'china']",australia
3855,pearl choker necklace costume Australia - CWWZircons Gorgeous Cubic Zirconia Stone Big Pearl Choker Necklace Earrings Set for Women Wedding Bridal Costume Jewelry T306,https://www.dhresource.com/260x260s/f2-albu-g9-M01-DD-FB-rBVaWF2coa6Afr2FAANwKT8Mo2s437.jpg/cwwzircons-gorgeous-cubic-zirconia-stone.jpg,australia,yes,1.0,3596,australia,"['ausa', 'england', 'brasil', 'brazil', 'canada', 'cañada', 'melbourne', 'sydney', 'tasmania', 'china']",australia
3916,Beautiful Colorful Flower Snap-Gingersnap-Noosa Style Snaps-Poppers-Snap Button-Snap In Jewelry-Gift For Her-Destash-Celestial Luxuries,https://img0.etsystatic.com/104/1/8559373/il_340x270.972893046_i1vk.jpg,australia,no,1.0,3654,no,['no'],australia
4394,Wholesale Brass Anchor Charm - VOCHENG NOOSA Petite Ginger Snap Jewelry Thin Leather Bracelet Charms Fit 12mm Button Anchor Clasp 2 Colors NN-561,https://www.dhresource.com/260x260/f2/albu/g5/M00/61/03/rBVaJFhCQRCAVXXtAAWUHMvPAt0257.jpg,no,yes,1.0,4104,noosa,"['noosaville', 'noosa heads', 'noja', 'nekoosa', 'nouméa', 'nouamou', 'nombela', 'nougoua', 'noufou', 'nolo']",australia
4678,"Chairs by Kenneth Cobonpue seen at Linneys Jewelry Store, Westfield, Sydney, Sydney - Bloom Easy Armchair","https://rs.wescover.com/c_limit,f_auto,q_auto,w_500/v1/wescover-image-store/gqiljowarlaqg1snpsbc",australia,no,1.0,4369,sydney,"['sydney', 'north sydney', 'city of sydney', 'melbourne', 'sydney mines', 'south melbourne', 'north melbourne', 'perth', 'parramatta', 'west melbourne']",australia
4715,"Yana wearing our crystal pearl necklace and triple row crystal pearl bracelet in the 2013 Fashion on the Fields Designer Category. Gorgeous outfit designed and made by Judith Penak at the Melbourne Cup. Bridal Jewellery Online, Designer Jewellery, Designer Earrings, Bridal Jewelry, Jewelry Design, Pearl Bracelet, Pearl Necklace, Melbourne Cup, Race Day",https://i.pinimg.com/236x/56/69/21/566921d4eb98deb50f41f2ca6d664e49--pearl-bracelets-pearl-necklaces.jpg,australia,yes,1.0,4405,melbourne cup,"['melbourne', 'south melbourne', 'west melbourne', 'geelong', 'north melbourne', 'city of melbourne', 'port melbourne', 'east melbourne', 'brisbane', 'melbourne city centre']",australia
4877,Owl Chain Australia - Retro Jewelry Vintage Ancient Bronze Big Eyes Owl Necklace Kitty Cat Pendant Statement Long Chain Choker Gift,https://www.dhresource.com/260x260s/f2-albu-g6-M00-40-E4-rBVaSFsd8USAByWLAAG-CQg6W8I870.jpg/retro-jewelry-vintage-ancient-bronze-big.jpg,australia,yes,1.0,4557,australia,"['ausa', 'england', 'brasil', 'brazil', 'canada', 'cañada', 'melbourne', 'sydney', 'tasmania', 'china']",australia
5380,Australian jewelry designer Novella Row that uses gemstones and pearls. Bridal and every day collection.,https://cdn.shopify.com/s/files/1/0673/3213/products/CALI_EARRINGS_MODEL_370x_crop_center.png,australia,yes,1.0,5015,australia,"['ausa', 'england', 'brasil', 'brazil', 'canada', 'cañada', 'melbourne', 'sydney', 'tasmania', 'china']",australia
6285,New fine pearl jewelry Genuine natural AAA 8-9mm Australian south sea white pearl necklace 60inch 14KG,http://i00.i.aliimg.com/wsphoto/v0/1319922800/New_fine_pearl_jewelry_Genuine_natural_AAA_8_9mm_Australian_south_sea_white_pearl_necklace_60inch_14KG.jpg_200x200.jpg,australia,yes,1.0,5862,australian,"['ausa', 'austral', 'canadian', 'commonwealth of australia', 'sydney', 'austurland', 'austell', 'melbourne', 'au', 'aushiger']",australia
6578,"Mookite Cleopatra Necklace, Australian Jasper bohemian jewelry in rustic fall colours - READY TO SHIP, by A Crooked Sixpence",http://img0.etsystatic.com/001/1/5436994/il_570xN.358219700_fv68.jpg,australia,yes,1.0,6133,australian,"['ausa', 'austral', 'canadian', 'commonwealth of australia', 'sydney', 'austurland', 'austell', 'melbourne', 'au', 'aushiger']",australia
6921,Personalized Jewelry Factory Cute Koala Bear Keychain,http://i00.i.aliimg.com/photo/v0/1995378674/Personalized_Jewelry_Factory_Cute_Koala_Bear_Keychain.jpg_220x220.jpg,no,yes,1.0,6454,no,['no'],australia
6960,"GENUINE AUSTRALIAN OPAL Ring, Gift For Woman, Mosaic Opal Ring, Sterling Silver 925 Opal Jewelry, Birthstone Ring, Blue Opal, Gemstone Ring,",https://img.etsystatic.com/il/4e62d3/1422954121/il_340x270.1422954121_enbu.jpg?version=1,australia,yes,1.0,6492,australian,"['ausa', 'austral', 'canadian', 'commonwealth of australia', 'sydney', 'austurland', 'austell', 'melbourne', 'au', 'aushiger']",australia
8385,$enCountryForm.capitalKeyWord Australia - Silver Gold Chain Cross Pendant Necklace Small Gold Cross Chokers Necklaces Hip Hop Jewelry For Men Women Gifts Cheap DHL FREE,https://www.dhresource.com/260x260s/f2-albu-g10-M00-BC-54-rBVaVlzZRceAA9rpAAH21bLDP2Y808.jpg/silver-gold-chain-cross-pendant-necklace.jpg,australia,yes,1.0,7825,australia,"['ausa', 'england', 'brasil', 'brazil', 'canada', 'cañada', 'melbourne', 'sydney', 'tasmania', 'china']",australia
8649,Princess Party Ring Australia - Victoria Wieck Luxury Jewelry 10kt white gold filled Topaz Simulated Diamond Wedding princess Bridal Rings for Women Size 5 6 7 8 9 10,https://www.dhresource.com/260x260s/f2-albu-g8-M00-AE-51-rBVaV1x1FZKAdnURAAJUiPR6jTk163.jpg/victoria-wieck-luxury-jewelry-10kt-white.jpg,australia,yes,1.0,8071,australia,"['ausa', 'england', 'brasil', 'brazil', 'canada', 'cañada', 'melbourne', 'sydney', 'tasmania', 'china']",australia
8707,Orange Teardrop necklace A row of glimmering orange  teardrops hangs from gold gleaming beads and a ring-linked chain to create this unique statement necklace. This necklace is from a very popular store in Australia called Colette. Completely new. #jewelry #statementjewelry Colette Hayman Jewelry Necklaces,https://i.pinimg.com/236x/74/2b/d8/742bd8529ca83e5be1e1eb9d69f54b1d.jpg,australia,yes,1.0,8121,australia,"['ausa', 'england', 'brasil', 'brazil', 'canada', 'cañada', 'melbourne', 'sydney', 'tasmania', 'china']",australia
8805,3 Carat Australian Black Opal Diamond Platinum Cocktail Ring Estate Fine Jewelry,https://cdn.shopify.com/s/files/1/0018/7210/1449/products/9145432_master_300x.jpg?v=1586208455,australia,yes,1.0,8209,australia,"['ausa', 'england', 'brasil', 'brazil', 'canada', 'cañada', 'melbourne', 'sydney', 'tasmania', 'china']",australia
93,4UJewelry Nigerian Wedding Jewellery Set With Big Coral in the Middle Men's Necklace Bracelet Set 2019 Genuine Coral Beads African Groom Set Long Design Edo Traditional Bridal Nature Coral Jewelry Set 3 Pieces Indian,https://ae01.alicdn.com/kf/H36704a8582f845368d722bebba434eabu/4UJewelry-Nigerian-Wedding-Jewellery-Set-With-Big-Coral-in-the-font-b-Middle-b-font-font.jpg_200x200.jpg,nigeria,yes,1.0,86,nigerian,"['lagós', 'lagos', 'lagos state', 'lagosanto', 'federal republic of nigeria', 'niger state', 'lagos island', 'republic of niger', 'republic of benin', 'lagos (são sebastião)']",nigeria
372,Royal Blue Beaded Pendant Necklace Set Gold Beads Layers Statement African Jewelry Set for Nigerian Wedding Brides WE189,https://cdn.shopify.com/s/files/1/2318/7521/products/product-image-666806738_110x110@2x.jpg?v=1534906775,nigeria,yes,1.0,335,nigerian wedding,"['wedding', 'lagós', 'lagos', 'lagosanto', 'lagos state', 'bridel', 'lagos (são sebastião)', 'federal republic of nigeria', 'weddingstedt', 'lagos (santa maria)']",nigeria
1674,Silver 3 Layers Real Coral Beads Nigerian Jewelry Set Fabulous Big Coral Beaded Bridal Jewelry Set Charms Free ShippingABH067,https://cdn.shopify.com/s/files/1/1751/5137/products/Silver-3-Layers-Real-Coral-Beads-Nigerian-Jewelry-Set-Fabulous-Big-Coral-Beaded-Bridal-Jewelry-Set.jpg_640x640_0b808356-4846-4483-b2dc-6e07979845e4_large.jpg?v=1552093946,nigeria,yes,1.0,1557,nigeria,"['lagós', 'lagos', 'lagos state', 'federal republic of nigeria', 'niger state', 'lagosanto', 'republic of niger', 'lagos island', 'republic of ghana', 'republic of benin']",nigeria
3972,Wholesale 2016 new products fashion african beaded jewelry nigerian wedding jewelry finding beads for women bridal jewellery,https://sc01.alicdn.com/kf/HTB1oQFVMpXXXXaxXpXXq6xXFXXXo/200551622/HTB1oQFVMpXXXXaxXpXXq6xXFXXXo.jpg,nigeria,yes,1.0,3706,no,['no'],nigeria
4209,5 Yards Metallic Floral Lace Ribbon Stretch Tulle Lace Trim Elastic Nigerian African Fabric Width 7 Inch for DIY Craft Jewelry Making Clothes Accessories Gift Wrapping Wedding Party Decor (Purple),https://m.media-amazon.com/images/I/61wz-00tSRL._AC_UL320_ML3_.jpg,nigeria,no,1.0,3931,nigerian,"['lagós', 'lagos', 'lagos state', 'lagosanto', 'federal republic of nigeria', 'niger state', 'lagos island', 'republic of niger', 'republic of benin', 'lagos (são sebastião)']",nigeria
